book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
7193,18667976,18667976,26493639,19,399162178,9.78039916218e+12,Beatriz Williams,2014.0,The Secret Life of Violet Grant,The Secret Life of Violet Grant,eng,3.97,12825,14706,1669,255,646,2882,6478,4445,https://images.gr-assets.com/books/1393212446m/18667976.jpg,https://images.gr-assets.com/books/1393212446s/18667976.jpg
7194,37338,16087857,37227,23,425213617,9.78042521361e+12,Shayla Black,2007.0,Wicked Ties,"Wicked Ties (Wicked Lovers, #1)",en-US,3.97,22097,24470,1360,682,1422,4908,8415,9043,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7195,47878,47878,46861,21,043984665X,9.78043984665e+12,Jenny Nimmo,2007.0,"Charlie Bone and the Beast (The Children of the Red King, # 6)","Charlie Bone and the Beast (The Children of the Red King, #6)",en-US,3.93,16397,16803,264,271,970,4251,5490,5821,https://images.gr-assets.com/books/1290344896m/47878.jpg,https://images.gr-assets.com/books/1290344896s/47878.jpg
7196,27406436,27406436,47453830,18,,,Vi Keeland,2016.0,The Baller: A Down and Dirty Football Novel,The Baller: A Down and Dirty Football Novel,eng,4.13,17375,22369,2309,299,726,3616,8891,8837,https://images.gr-assets.com/books/1447850960m/27406436.jpg,https://images.gr-assets.com/books/1447850960s/27406436.jpg
7197,22055280,22055280,39923827,25,765336413,9.78076533642e+12,Brian Staveley,2015.0,The Providence of Fire,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)",eng,4.16,11629,14101,849,73,370,2129,6172,5357,https://images.gr-assets.com/books/1405301050m/22055280.jpg,https://images.gr-assets.com/books/1405301050s/22055280.jpg
7198,51985,51985,2376452,78,300115466,9.78030011547e+12,"Jean-Paul Sartre, Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber",1946.0,L'Existentialisme est un humanisme ,Existentialism Is a Humanism,en-GB,3.96,12493,15055,569,228,704,3403,5788,4932,https://images.gr-assets.com/books/1328870158m/51985.jpg,https://images.gr-assets.com/books/1328870158s/51985.jpg
7199,15451058,15451058,44904964,21,679456201,9.78067945621e+12,Gloria Steinem,2015.0,My Life on the Road,My Life on the Road,eng,4.08,15997,17852,2554,345,542,2967,7549,6449,https://images.gr-assets.com/books/1440005972m/15451058.jpg,https://images.gr-assets.com/books/1440005972s/15451058.jpg
7200,7696135,7696135,10377870,15,159184312X,9.78159184312e+12,Scott Belsky,2010.0,,Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality,,3.94,13229,13681,320,333,823,3220,4277,5028,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7201,6609864,6609864,6803831,22,61767603,9.78006176761e+12,Lauren Conrad,2010.0,Sugar and Spice,"Sweet Little Lies (L.A. Candy, #2)",en-US,3.53,14901,15946,756,417,1874,5804,4558,3293,https://images.gr-assets.com/books/1258145375m/6609864.jpg,https://images.gr-assets.com/books/1258145375s/6609864.jpg
7202,17830559,17830559,24946137,16,,,Katy Evans,2013.0,,"Remy (Real, #3)",eng,4.31,25386,26119,1831,286,863,3452,7360,14158,https://images.gr-assets.com/books/1379702539m/17830559.jpg,https://images.gr-assets.com/books/1379702539s/17830559.jpg
7203,11227043,11227043,16152938,7,,,Kristen Ashley,2011.0,,"Rock Chick Revenge (Rock Chick, #5)",eng,4.5,26940,27362,1531,122,357,2108,7938,16837,https://images.gr-assets.com/books/1328299988m/11227043.jpg,https://images.gr-assets.com/books/1328299988s/11227043.jpg
7204,342994,342994,1773894,116,439643635,9.78043964363e+12,"Hans Christian Andersen, Rachel Isadora",1845.0,Den Lille Pige med Svovlstikkerne,The Little Match Girl,eng,4.08,16478,17499,551,338,794,3445,5501,7421,https://images.gr-assets.com/books/1411481144m/342994.jpg,https://images.gr-assets.com/books/1411481144s/342994.jpg
7205,95643,95643,92181,25,156031566,9.78015603156e+12,Rory Stewart,2004.0,The Places In Between,The Places in Between,en-US,3.88,11445,11934,1274,222,786,2822,4500,3604,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7206,24611454,24611454,43635283,41,425280101,9.7804252801e+12,Nora Roberts,2015.0,Stars of Fortune,"Stars of Fortune (The Guardians Trilogy, #1)",eng,4.0,12822,18887,1597,627,922,3575,6460,7303,https://images.gr-assets.com/books/1458079016m/24611454.jpg,https://images.gr-assets.com/books/1458079016s/24611454.jpg
7207,13425393,13425393,18907326,20,62123742,9.78006212375e+12,Justin Halpern,2012.0,,I Suck at Girls,,3.79,12554,15653,1669,281,1019,4386,6063,3904,https://images.gr-assets.com/books/1335903412m/13425393.jpg,https://images.gr-assets.com/books/1335903412s/13425393.jpg
7208,16342,16342,2728434,170,425205967,9.78042520597e+12,Agatha Christie,1959.0,Cat Among the Pigeons,"Cat Among the Pigeons (Hercule Poirot, #32)",eng,3.82,17221,19943,795,103,954,6237,7790,4859,https://images.gr-assets.com/books/1275665326m/16342.jpg,https://images.gr-assets.com/books/1275665326s/16342.jpg
7209,15786792,18730321,21506045,41,385535309,9.7803855353e+12,Edward Rutherfurd,2013.0,Paris,Paris,eng,3.95,8441,14185,1944,246,670,3037,5826,4406,https://images.gr-assets.com/books/1344117043m/15786792.jpg,https://images.gr-assets.com/books/1344117043s/15786792.jpg
7210,77995,26530372,75319,61,486270645,9.78048627065e+12,Guy de Maupassant,1884.0,The Necklace and Other Short Stories,The Necklace and Other Short Stories,eng,3.94,11688,14366,369,161,752,3542,5232,4679,https://images.gr-assets.com/books/1327649717m/77995.jpg,https://images.gr-assets.com/books/1327649717s/77995.jpg
7211,84786,84786,449521,86,446694258,9.78044669425e+12,Michael Connelly,1999.0,Void Moon,Void Moon,eng,3.95,14090,16576,674,137,641,4052,6880,4866,https://images.gr-assets.com/books/1344267460m/84786.jpg,https://images.gr-assets.com/books/1344267460s/84786.jpg
7212,34057,34057,1105754,474,543895882,9.78054389588e+12,Rudyard Kipling,1897.0,Captains Courageous,Captains Courageous,eng,3.88,14823,16335,608,304,927,4334,5651,5119,https://images.gr-assets.com/books/1327959659m/34057.jpg,https://images.gr-assets.com/books/1327959659s/34057.jpg
7213,168571,168571,162784,32,,9.78042520885e+12,John Sandford,1990.0,,"Shadow Prey (Lucas Davenport, #2)",eng,3.99,14690,16688,575,128,610,3720,7127,5103,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7214,31333,31333,2925978,36,8466302204,9.7884663022e+12,Anne Rice,1997.0,Violin,Violin,eng,3.26,14911,16147,499,1447,2676,5236,3776,3012,https://images.gr-assets.com/books/1479198883m/31333.jpg,https://images.gr-assets.com/books/1479198883s/31333.jpg
7215,25527908,29243722,45315154,36,1250076420,9.78125007643e+12,Sharon Guskin,2016.0,The Forgetting Time,The Forgetting Time,eng,3.79,8457,16832,2161,189,926,4626,7498,3593,https://images.gr-assets.com/books/1442527065m/25527908.jpg,https://images.gr-assets.com/books/1442527065s/25527908.jpg
7216,809849,809849,795790,63,141694737X,9.78141694737e+12,Rod Campbell,,,Dear Zoo: A Lift-the-Flap Book,,4.25,16432,16839,429,199,569,2705,4664,8702,https://images.gr-assets.com/books/1391337388m/809849.jpg,https://images.gr-assets.com/books/1391337388s/809849.jpg
7217,13618,13618,6791,35,1421501708,9.7814215017e+12,"Tsugumi Ohba, Takeshi Obata",2004.0,デスノート #3 (Desu Nōto) Gekisō (激走),"Death Note, Vol. 3: Hard Run (Death Note, #3)",eng,4.42,18012,19155,619,61,273,1970,6141,10710,https://images.gr-assets.com/books/1419952370m/13618.jpg,https://images.gr-assets.com/books/1419952370s/13618.jpg
7218,11309018,11309018,16236911,37,399256180,9.78039925619e+12,John Flanagan,2011.0,The Lost Stories,"The Lost Stories (Ranger's Apprentice, #11)",eng,4.27,15816,18664,842,123,564,2785,5818,9374,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7219,15738951,15738951,21423965,7,,,Lee Child,2012.0,"Deep Down (Jack Reacher, #16.5)","Deep Down (Jack Reacher, #16.5)",en-US,3.87,9916,15452,701,254,955,4018,5589,4636,https://images.gr-assets.com/books/1373921650m/15738951.jpg,https://images.gr-assets.com/books/1373921650s/15738951.jpg
7220,10947600,10947600,13329559,14,1921794097,9.78192179409e+12,Hannah Harrington,2011.0,Saving June,Saving June,eng,3.97,14867,16238,1489,425,954,3358,5384,6117,https://images.gr-assets.com/books/1349156138m/10947600.jpg,https://images.gr-assets.com/books/1349156138s/10947600.jpg
7221,23398806,23398806,25004816,63,451475496,9.7804514755e+12,M.J. Arlidge,2014.0,Eeny Meeny,"Eeny Meeny (Helen Grace, #1)",eng,3.88,8498,16218,2345,298,932,3794,6563,4631,https://images.gr-assets.com/books/1418746579m/23398806.jpg,https://images.gr-assets.com/books/1418746579s/23398806.jpg
7222,15513156,15513156,21169646,19,1250003334,9.78125000333e+12,Anna Banks,2013.0,,"Of Triton (The Syrena Legacy, #2)",eng,4.0,19216,20368,1834,239,1075,4336,7430,7288,https://images.gr-assets.com/books/1355733528m/15513156.jpg,https://images.gr-assets.com/books/1355733528s/15513156.jpg
7223,7830126,7830126,10890594,42,553807722,9.78055380772e+12,Dean Koontz,2010.0,What the Night Knows,What the Night Knows,eng,3.74,13873,16106,1571,461,1285,4395,5865,4100,https://images.gr-assets.com/books/1308459193m/7830126.jpg,https://images.gr-assets.com/books/1308459193s/7830126.jpg
7224,16174197,16174197,22023268,14,,,Kitty French,2012.0,Knight & Play,"Knight & Play (Knight, #1)",eng,4.04,24297,25097,1443,485,1260,4742,8959,9651,https://images.gr-assets.com/books/1354181901m/16174197.jpg,https://images.gr-assets.com/books/1354181901s/16174197.jpg
7225,18405221,18405221,26039753,29,,,Anthony  Ryan,2015.0,Queen of Fire,"Queen of Fire (Raven's Shadow, #3)",eng,3.64,11985,13913,915,359,1377,4194,4927,3056,https://images.gr-assets.com/books/1417350958m/18405221.jpg,https://images.gr-assets.com/books/1417350958s/18405221.jpg
7226,404223,404223,2177176,34,345418468,9.78034541846e+12,Stephen R. Donaldson,1979.0,The Wounded Land,"The Wounded Land (The Second Chronicles of Thomas Covenant, #1)",,3.96,14549,16115,190,289,770,3613,6025,5418,https://images.gr-assets.com/books/1323997527m/404223.jpg,https://images.gr-assets.com/books/1323997527s/404223.jpg
7227,249042,249042,1258333,49,679736395,9.78067973639e+12,William Styron,1990.0,Darkness Visible: A Memoir of Madness,Darkness Visible: A Memoir of Madness,,4.04,13396,15109,1118,160,746,2981,5607,5615,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7228,13057939,13057939,18223133,34,1451657706,9.78145165771e+12,Vaddey Ratner,2012.0,In the Shadow of the Banyan,In the Shadow of the Banyan,,4.04,12946,14443,2134,219,633,2599,5909,5083,https://images.gr-assets.com/books/1346714710m/13057939.jpg,https://images.gr-assets.com/books/1346714710s/13057939.jpg
7229,9858488,9858488,14749689,16,374379939,9.78037437993e+12,Jack Gantos,2011.0,,Dead End in Norvelt,eng,3.72,15877,16432,2996,570,1393,4440,5752,4277,https://images.gr-assets.com/books/1371074276m/9858488.jpg,https://images.gr-assets.com/books/1371074276s/9858488.jpg
7230,6611038,6611038,6805023,19,1439147973,9.78143914798e+12,Jennifer Estep,2010.0,Spider's Bite,"Spider's Bite (Elemental Assassin, #1)",eng,3.87,24192,26324,1836,695,1709,5993,9799,8128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7231,123845,123845,1472936,36,486277909,9.7804862779e+12,Ralph Waldo Emerson,1844.0,Self-Reliance and Other Essays,Self-Reliance and Other Essays,en-US,4.14,14484,14717,282,154,542,2653,5092,6276,https://images.gr-assets.com/books/1319099192m/123845.jpg,https://images.gr-assets.com/books/1319099192s/123845.jpg
7232,70241,70241,68058,81,312420331,9.78031242034e+12,J.G. Ballard,1973.0,Crash,Crash,en-CA,3.58,13217,15187,925,825,1804,3900,5091,3567,https://images.gr-assets.com/books/1281416649m/70241.jpg,https://images.gr-assets.com/books/1281416649s/70241.jpg
7233,769016,769016,2738870,61,380811960,9.78038081196e+12,"Adele Faber, Elaine Mazlish, Kimberly Ann Coe",1979.0,How to Talk So Teens Will Listen and Listen So Teens Will Talk,How to Talk So Kids Will Listen & Listen So Kids Will Talk,en-US,4.24,10931,13966,1547,114,414,1989,4997,6452,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7234,294951,294951,286201,16,879101369,9.78087910137e+12,"Joseph Stein, Jerry Bock, Sheldon Harnick",1964.0,Fiddler On the Roof: Based on Sholom Aleichem's Stories,Fiddler on the Roof,eng,4.2,14049,14141,62,210,529,2360,4195,6847,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7235,17607848,17607848,24566340,24,1459245954,9.78145924595e+12,Sylvia Day,2013.0,Afterburn,"Afterburn (Jax & Gia, #1)",eng,3.97,17821,20104,1159,279,1025,4490,7619,6691,https://images.gr-assets.com/books/1369326801m/17607848.jpg,https://images.gr-assets.com/books/1369326801s/17607848.jpg
7236,7926,7926,361114,31,385732953,9.78038573296e+12,Sydney Taylor,1951.0,All-of-a-Kind Family,"All-of-a-Kind Family (All-of-a-Kind Family, #1)",eng,4.23,18383,19119,759,337,558,2869,6002,9353,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7237,18114057,22668803,25441287,19,525953183,9.78052595318e+12,Daniel Suarez,2014.0,Influx,Influx,eng,3.91,6938,12264,1133,191,603,2773,5237,3460,https://images.gr-assets.com/books/1374634071m/18114057.jpg,https://images.gr-assets.com/books/1374634071s/18114057.jpg
7238,15560,15560,589782,29,345396553,9.78034539656e+12,Terry Brooks,2000.0,Ilse Witch ,"Ilse Witch (Voyage of the Jerle Shannara, #1)",en-US,3.95,14386,15210,235,123,715,3792,5692,4888,https://images.gr-assets.com/books/1403187876m/15560.jpg,https://images.gr-assets.com/books/1403187876s/15560.jpg
7239,95420,95420,695094,22,375701044,9.78037570105e+12,Katharine Graham,1997.0,Personal History,Personal History,en-US,4.13,13714,14328,750,255,516,2360,5196,6001,https://images.gr-assets.com/books/1320504681m/95420.jpg,https://images.gr-assets.com/books/1320504681s/95420.jpg
7240,27824826,27824826,47804789,45,,,Jane Harper,2017.0,The Dry,"The Dry (Aaron Falk, #1)",eng,4.07,19843,27901,3682,257,705,4791,13128,9020,https://images.gr-assets.com/books/1456113132m/27824826.jpg,https://images.gr-assets.com/books/1456113132s/27824826.jpg
7241,40320,40320,3173182,23,312983271,9.78031298328e+12,"Janet Evanovich, Charlotte Hughes",1981.0,Full House,Full House (Full #1),eng,3.63,17813,18533,623,454,1954,6120,5463,4542,https://images.gr-assets.com/books/1479699904m/40320.jpg,https://images.gr-assets.com/books/1479699904s/40320.jpg
7242,291,291,1676536,119,806501901,9.7808065019e+12,"Kahlil Gibran, Anthony R. Ferris",1912.0,الأجنحة المتكسرة,The Broken Wings,eng,3.93,5611,12435,1425,272,792,2796,4251,4324,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7243,14889780,14889780,21366940,43,446554995,9.78044655499e+12,"Douglas Preston, Lincoln Child",2012.0,Two Graves,"Two Graves (Pendergast, #12)",,4.03,12164,15678,1478,118,598,3300,6397,5265,https://images.gr-assets.com/books/1346937130m/14889780.jpg,https://images.gr-assets.com/books/1346937130s/14889780.jpg
7244,13109291,13109291,18282611,18,62116851,9.78006211686e+12,Robin Hobb,2013.0,Blood of Dragons,"Blood of Dragons (Rain Wild Chronicles, #4)",eng,4.12,12165,15410,887,84,432,2772,6336,5786,https://images.gr-assets.com/books/1341265576m/13109291.jpg,https://images.gr-assets.com/books/1341265576s/13109291.jpg
7245,539904,539904,1246930,38,450837319,9.78045083732e+12,Cornelius Ryan,1974.0,A Bridge Too Far,A Bridge Too Far,eng,4.24,13676,14329,250,82,242,2170,5443,6392,https://images.gr-assets.com/books/1326921431m/539904.jpg,https://images.gr-assets.com/books/1326921431s/539904.jpg
7246,87220,87220,963222,33,60540745,9.78006054075e+12,Jerry Spinelli,2002.0,Loser,Loser,eng,3.72,15079,15678,1613,427,1384,4446,5259,4162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7247,498835,498835,1027521,81,752860550,9.78075286056e+12,Kate Mosse,2007.0,Sepulchre,"Sepulchre (Languedoc, #2)",en-GB,3.73,13368,15790,1253,351,1275,4473,5818,3873,https://images.gr-assets.com/books/1328120460m/498835.jpg,https://images.gr-assets.com/books/1328120460s/498835.jpg
7248,7778609,7778609,10693559,23,61714313,9.78006171431e+12,Richard Kadrey,2010.0,,"Kill the Dead (Sandman Slim, #2)",en-US,4.06,13583,15924,816,66,404,3041,7382,5031,https://images.gr-assets.com/books/1275103078m/7778609.jpg,https://images.gr-assets.com/books/1275103078s/7778609.jpg
7249,100247,100247,96659,11,812992180,9.78081299218e+12,Rolf Potts,2002.0,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,eng,3.92,13128,14025,836,276,860,3243,4984,4662,https://images.gr-assets.com/books/1320532720m/100247.jpg,https://images.gr-assets.com/books/1320532720s/100247.jpg
7250,12383252,12383252,17363999,19,425247546,9.78042524755e+12,Laurell K. Hamilton,2012.0,Kiss the Dead,"Kiss the Dead (Anita Blake, Vampire Hunter #21)",eng,3.79,18225,20568,1620,800,1926,5104,5693,7045,https://images.gr-assets.com/books/1328767132m/12383252.jpg,https://images.gr-assets.com/books/1328767132s/12383252.jpg
7251,10775,10775,476408,77,684804522,9.78068480452e+12,Ernest Hemingway,1985.0,The Garden of Eden,The Garden of Eden,en-US,3.74,12948,13852,887,335,1201,3748,4958,3610,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7252,1333030,1333030,1322547,23,425219437,9.78042521943e+12,Maya Banks,2008.0,"Sweet Surrender (Sweet Series, #1)","Sweet Surrender (Sweet, #1)",en-US,3.99,20856,22582,964,464,1255,4550,7978,8335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
